Mã SKU,Tên hàng hóa,Đơn vị tính,Giá bán,% Thuế suất,Tên nhóm hàng,Tồn ban đầu
SP001632,Khăn giấy lụa rút Paseo 200 tờ (Lô 26),Hộp,25000,8,Đồ gia dụng & Tiện ích,224
SP001633,Màng bọc thực phẩm PE Sunhouse 30cmx150m (Lô 26),Hộp,75000,8,Đồ gia dụng & Tiện ích,231
SP001634,Túi rác đen tự hủy sinh học Opec 3 cuộn (Lô 26),Gói,38000,8,Đồ gia dụng & Tiện ích,238
SP001635,Băng dính dán thùng trong suốt 5cm x 100y (Lô 26),Cuộn,16000,8,Đồ gia dụng & Tiện ích,245
SP001636,Pin tiểu AA Panasonic vỉ 4 viên (Lô 26),Vỉ,26000,8,Đồ gia dụng & Tiện ích,252
SP001637,Khẩu trang y tế 4 lớp kháng khuẩn hộp 50 cái (Lô 26),Hộp,35000,8,Đồ gia dụng & Tiện ích,259
SP001638,Nước rửa tay Lifebuoy hương chanh chai 450ml (Lô 26),Chai,52000,8,Đồ gia dụng & Tiện ích,266
SP001639,Coca Cola Sleek 320ml (Lô 27),Lon,11550,8,Đồ uống & Giải khát,273
SP001640,Pepsi Sleek 320ml (Lô 27),Lon,11025,8,Đồ uống & Giải khát,280
SP001641,Nước cam ép Twister 450ml (Lô 27),Chai,12600,8,Đồ uống & Giải khát,287
SP001642,Trà xanh Không Độ 455ml (Lô 27),Chai,10500,8,Đồ uống & Giải khát,294
SP001643,Trà Ô Long Tea+ Plus 455ml (Lô 27),Chai,12600,8,Đồ uống & Giải khát,301
SP001644,Nước tăng lực Red Bull 250ml (Lô 27),Lon,14700,8,Đồ uống & Giải khát,308
SP001645,Nước khoáng Lavie 500ml (Lô 27),Chai,6300,8,Đồ uống & Giải khát,315
SP001646,Nước tinh khiết Aquafina 500ml (Lô 27),Chai,6300,8,Đồ uống & Giải khát,322
SP001647,Cà phê sữa đá Highlands 235ml (Lô 27),Lon,16800,8,Đồ uống & Giải khát,329
SP001648,Bia Heineken Sleek 330ml (Lô 27),Lon,23100,10,Đồ uống & Giải khát,336
SP001649,Bia Tiger Crystal 330ml (Lô 27),Lon,20475,10,Đồ uống & Giải khát,343
SP001650,Bia Sài Gòn Special 330ml (Lô 27),Lon,17325,10,Đồ uống & Giải khát,350
SP001651,Sữa tươi tiệt trùng Vinamilk 180ml (Lô 27),Hộp,8925,0,Đồ uống & Giải khát,357
SP001652,Sữa chua uống Susu 110ml (Lô 27),Chai,6825,0,Đồ uống & Giải khát,364
SP001653,Nước ép bưởi hồng Vfresh 1L (Lô 27),Hộp,40950,8,Đồ uống & Giải khát,371
SP001654,Bánh ChocoPie Orion hộp 12 cái (Lô 27),Hộp,60900,8,Bánh kẹo & Ăn vặt,378
SP001655,Bánh Cosy mè giòn rụm Kinh Đô 288g (Lô 27),Gói,30450,8,Bánh kẹo & Ăn vặt,385
SP001656,Snack khoai tây Ostar vị tảo biển 90g (Lô 27),Gói,19950,8,Bánh kẹo & Ăn vặt,392
SP001657,Snack khoai tây Lay's tự nhiên 95g (Lô 27),Gói,22050,8,Bánh kẹo & Ăn vặt,399
SP001658,Bánh que Pocky socola Glico 40g (Lô 27),Hộp,14700,8,Bánh kẹo & Ăn vặt,406
SP001659,Kẹo dẻo Chupa Chups Sour Tubes 160g (Lô 27),Gói,25200,8,Bánh kẹo & Ăn vặt,413
SP001660,Bánh mì tươi nhân bơ sữa Kinh Đô 80g (Lô 27),Cái,9450,8,Bánh kẹo & Ăn vặt,420
SP001661,Bánh xốp Nabati phô mai 130g (Lô 27),Hộp,12600,8,Bánh kẹo & Ăn vặt,427
SP001662,Hạt điều rang muối vỏ lụa Bình Phước 500g (Lô 27),Hộp,141750,8,Bánh kẹo & Ăn vặt,434
SP001663,Hạt hướng dương Chacheer 130g (Lô 27),Gói,15750,8,Bánh kẹo & Ăn vặt,441
SP001664,Rong biển sấy vị truyền thống TaoKaeNoi 32g (Lô 27),Gói,27300,8,Bánh kẹo & Ăn vặt,448
SP001665,Nước mắm Nam Ngư Đệ Nhị chai 900ml (Lô 27),Chai,29400,8,Gia vị & Đồ nấu nướng,455
SP001666,Nước mắm Chinsu Cá Hồi chai 500ml (Lô 27),Chai,49350,8,Gia vị & Đồ nấu nướng,462
SP001667,Dầu ăn Simply đậu nành can 1L (Lô 27),Chai,61950,8,Gia vị & Đồ nấu nướng,469
SP001668,Dầu ăn Neptune Gold can 2L (Lô 27),Chai,141750,8,Gia vị & Đồ nấu nướng,476
SP001669,Hạt nêm Knorr thịt thăn xương ống 400g (Lô 27),Gói,38850,8,Gia vị & Đồ nấu nướng,483
SP001670,Bột ngọt Ajinomoto gói 454g (Lô 27),Gói,35700,8,Gia vị & Đồ nấu nướng,490
SP001671,Tương ớt Chinsu nắp bật 250g (Lô 27),Chai,15750,8,Gia vị & Đồ nấu nướng,497
SP001672,Tương cà Cholimex chai 330g (Lô 27),Chai,16800,8,Gia vị & Đồ nấu nướng,54
SP001673,Muối I-ốt Bạc Liêu túi 500g (Lô 27),Gói,6300,8,Gia vị & Đồ nấu nướng,61
SP001674,Đường tinh luyện Biên Hòa Daily 1kg (Lô 27),Gói,32550,8,Gia vị & Đồ nấu nướng,68
SP001675,Mì tôm Hảo Hảo tôm chua cay 75g (Lô 27),Gói,4725,8,Mì gói & Thực phẩm khô,75
SP001676,Mì Omachi sườn hầm ngũ quả 80g (Lô 27),Gói,8925,8,Mì gói & Thực phẩm khô,82
SP001677,Mì trộn Indomie Mi Goreng 85g (Lô 27),Gói,6825,8,Mì gói & Thực phẩm khô,89
SP001678,Phở gà Đệ Nhất Acecook 68g (Lô 27),Gói,8400,8,Mì gói & Thực phẩm khô,96
SP001679,Miến Phú Hương yến tiệc 210g (Lô 27),Gói,23100,8,Mì gói & Thực phẩm khô,103
SP001680,Cháo thịt bằm Cung Đình gói 50g (Lô 27),Gói,7350,8,Mì gói & Thực phẩm khô,110
SP001681,Cá nục sốt cà 3 Cô Gái lon 155g (Lô 27),Lon,19950,8,Mì gói & Thực phẩm khô,117
SP001682,Pate thịt heo Hạ Long lon 150g (Lô 27),Lon,28350,8,Mì gói & Thực phẩm khô,124
SP001683,Mì ly Modern lẩu thái tôm 65g (Lô 27),Ly,9975,8,Mì gói & Thực phẩm khô,131
SP001684,Nước rửa chén Sunlight chanh can 3.6kg (Lô 27),Can,114450,10,Hóa mỹ phẩm & Tẩy rửa,138
SP001685,Nước giặt OMO Matic cửa trên túi 3.6kg (Lô 27),Túi,183750,10,Hóa mỹ phẩm & Tẩy rửa,145
SP001686,Nước xả vải Comfort đậm đặc túi 3.2L (Lô 27),Túi,198450,10,Hóa mỹ phẩm & Tẩy rửa,152
SP001687,Dầu gội Clear thảo dược mát lạnh 630g (Lô 27),Chai,173250,10,Hóa mỹ phẩm & Tẩy rửa,159
SP001688,Dầu gội Pantene suôn mượt 650ml (Lô 27),Chai,162750,10,Hóa mỹ phẩm & Tẩy rửa,166
SP001689,Sữa tắm Lifebuoy bảo vệ vượt trội 800g (Lô 27),Chai,156450,10,Hóa mỹ phẩm & Tẩy rửa,173
SP001690,Kem đánh răng Colgate Total 12 180g (Lô 27),Tuýp,44100,10,Hóa mỹ phẩm & Tẩy rửa,180
SP001691,Bàn chải đánh răng P/S than tre (Lô 27),Cái,18900,10,Hóa mỹ phẩm & Tẩy rửa,187
SP001692,Nước lau sàn Sunlight hoa lily túi 3.6kg (Lô 27),Túi,89250,10,Hóa mỹ phẩm & Tẩy rửa,194
SP001693,Xịt muỗi Raid hương cam chanh 600ml (Lô 27),Chai,71400,10,Hóa mỹ phẩm & Tẩy rửa,201
SP001694,Giấy vệ sinh cuộn cao cấp Pulppy lốc 10 cuộn (Lô 27),Lốc,96600,8,Đồ gia dụng & Tiện ích,208
SP001695,Khăn giấy lụa rút Paseo 200 tờ (Lô 27),Hộp,26250,8,Đồ gia dụng & Tiện ích,215
SP001696,Màng bọc thực phẩm PE Sunhouse 30cmx150m (Lô 27),Hộp,78750,8,Đồ gia dụng & Tiện ích,222
SP001697,Túi rác đen tự hủy sinh học Opec 3 cuộn (Lô 27),Gói,39900,8,Đồ gia dụng & Tiện ích,229
SP001698,Băng dính dán thùng trong suốt 5cm x 100y (Lô 27),Cuộn,16800,8,Đồ gia dụng & Tiện ích,236
SP001699,Pin tiểu AA Panasonic vỉ 4 viên (Lô 27),Vỉ,27300,8,Đồ gia dụng & Tiện ích,243
SP001700,Khẩu trang y tế 4 lớp kháng khuẩn hộp 50 cái (Lô 27),Hộp,36750,8,Đồ gia dụng & Tiện ích,250
SP001701,Nước rửa tay Lifebuoy hương chanh chai 450ml (Lô 27),Chai,54600,8,Đồ gia dụng & Tiện ích,257
SP001702,Coca Cola Sleek 320ml (Lô 28),Lon,12100,8,Đồ uống & Giải khát,264
SP001703,Pepsi Sleek 320ml (Lô 28),Lon,11550,8,Đồ uống & Giải khát,271
SP001704,Nước cam ép Twister 450ml (Lô 28),Chai,13200,8,Đồ uống & Giải khát,278
SP001705,Trà xanh Không Độ 455ml (Lô 28),Chai,11000,8,Đồ uống & Giải khát,285
SP001706,Trà Ô Long Tea+ Plus 455ml (Lô 28),Chai,13200,8,Đồ uống & Giải khát,292
SP001707,Nước tăng lực Red Bull 250ml (Lô 28),Lon,15400,8,Đồ uống & Giải khát,299
SP001708,Nước khoáng Lavie 500ml (Lô 28),Chai,6600,8,Đồ uống & Giải khát,306
SP001709,Nước tinh khiết Aquafina 500ml (Lô 28),Chai,6600,8,Đồ uống & Giải khát,313
SP001710,Cà phê sữa đá Highlands 235ml (Lô 28),Lon,17600,8,Đồ uống & Giải khát,320
SP001711,Bia Heineken Sleek 330ml (Lô 28),Lon,24200,10,Đồ uống & Giải khát,327
SP001712,Bia Tiger Crystal 330ml (Lô 28),Lon,21450,10,Đồ uống & Giải khát,334
SP001713,Bia Sài Gòn Special 330ml (Lô 28),Lon,18150,10,Đồ uống & Giải khát,341
SP001714,Sữa tươi tiệt trùng Vinamilk 180ml (Lô 28),Hộp,9350,0,Đồ uống & Giải khát,348
SP001715,Sữa chua uống Susu 110ml (Lô 28),Chai,7150,0,Đồ uống & Giải khát,355
SP001716,Nước ép bưởi hồng Vfresh 1L (Lô 28),Hộp,42900,8,Đồ uống & Giải khát,362
SP001717,Bánh ChocoPie Orion hộp 12 cái (Lô 28),Hộp,63800,8,Bánh kẹo & Ăn vặt,369
SP001718,Bánh Cosy mè giòn rụm Kinh Đô 288g (Lô 28),Gói,31900,8,Bánh kẹo & Ăn vặt,376
SP001719,Snack khoai tây Ostar vị tảo biển 90g (Lô 28),Gói,20900,8,Bánh kẹo & Ăn vặt,383
SP001720,Snack khoai tây Lay's tự nhiên 95g (Lô 28),Gói,23100,8,Bánh kẹo & Ăn vặt,390
SP001721,Bánh que Pocky socola Glico 40g (Lô 28),Hộp,15400,8,Bánh kẹo & Ăn vặt,397
SP001722,Kẹo dẻo Chupa Chups Sour Tubes 160g (Lô 28),Gói,26400,8,Bánh kẹo & Ăn vặt,404
SP001723,Bánh mì tươi nhân bơ sữa Kinh Đô 80g (Lô 28),Cái,9900,8,Bánh kẹo & Ăn vặt,411
SP001724,Bánh xốp Nabati phô mai 130g (Lô 28),Hộp,13200,8,Bánh kẹo & Ăn vặt,418
SP001725,Hạt điều rang muối vỏ lụa Bình Phước 500g (Lô 28),Hộp,148500,8,Bánh kẹo & Ăn vặt,425
SP001726,Hạt hướng dương Chacheer 130g (Lô 28),Gói,16500,8,Bánh kẹo & Ăn vặt,432
SP001727,Rong biển sấy vị truyền thống TaoKaeNoi 32g (Lô 28),Gói,28600,8,Bánh kẹo & Ăn vặt,439
SP001728,Nước mắm Nam Ngư Đệ Nhị chai 900ml (Lô 28),Chai,30800,8,Gia vị & Đồ nấu nướng,446
SP001729,Nước mắm Chinsu Cá Hồi chai 500ml (Lô 28),Chai,51700,8,Gia vị & Đồ nấu nướng,453
SP001730,Dầu ăn Simply đậu nành can 1L (Lô 28),Chai,64900,8,Gia vị & Đồ nấu nướng,460
SP001731,Dầu ăn Neptune Gold can 2L (Lô 28),Chai,148500,8,Gia vị & Đồ nấu nướng,467
SP001732,Hạt nêm Knorr thịt thăn xương ống 400g (Lô 28),Gói,40700,8,Gia vị & Đồ nấu nướng,474
SP001733,Bột ngọt Ajinomoto gói 454g (Lô 28),Gói,37400,8,Gia vị & Đồ nấu nướng,481
SP001734,Tương ớt Chinsu nắp bật 250g (Lô 28),Chai,16500,8,Gia vị & Đồ nấu nướng,488
SP001735,Tương cà Cholimex chai 330g (Lô 28),Chai,17600,8,Gia vị & Đồ nấu nướng,495
SP001736,Muối I-ốt Bạc Liêu túi 500g (Lô 28),Gói,6600,8,Gia vị & Đồ nấu nướng,52
SP001737,Đường tinh luyện Biên Hòa Daily 1kg (Lô 28),Gói,34100,8,Gia vị & Đồ nấu nướng,59
SP001738,Mì tôm Hảo Hảo tôm chua cay 75g (Lô 28),Gói,4950,8,Mì gói & Thực phẩm khô,66
SP001739,Mì Omachi sườn hầm ngũ quả 80g (Lô 28),Gói,9350,8,Mì gói & Thực phẩm khô,73
SP001740,Mì trộn Indomie Mi Goreng 85g (Lô 28),Gói,7150,8,Mì gói & Thực phẩm khô,80
SP001741,Phở gà Đệ Nhất Acecook 68g (Lô 28),Gói,8800,8,Mì gói & Thực phẩm khô,87
SP001742,Miến Phú Hương yến tiệc 210g (Lô 28),Gói,24200,8,Mì gói & Thực phẩm khô,94
SP001743,Cháo thịt bằm Cung Đình gói 50g (Lô 28),Gói,7700,8,Mì gói & Thực phẩm khô,101
SP001744,Cá nục sốt cà 3 Cô Gái lon 155g (Lô 28),Lon,20900,8,Mì gói & Thực phẩm khô,108
SP001745,Pate thịt heo Hạ Long lon 150g (Lô 28),Lon,29700,8,Mì gói & Thực phẩm khô,115
SP001746,Mì ly Modern lẩu thái tôm 65g (Lô 28),Ly,10450,8,Mì gói & Thực phẩm khô,122
SP001747,Nước rửa chén Sunlight chanh can 3.6kg (Lô 28),Can,119900,10,Hóa mỹ phẩm & Tẩy rửa,129
SP001748,Nước giặt OMO Matic cửa trên túi 3.6kg (Lô 28),Túi,192500,10,Hóa mỹ phẩm & Tẩy rửa,136
SP001749,Nước xả vải Comfort đậm đặc túi 3.2L (Lô 28),Túi,207900,10,Hóa mỹ phẩm & Tẩy rửa,143
SP001750,Dầu gội Clear thảo dược mát lạnh 630g (Lô 28),Chai,181500,10,Hóa mỹ phẩm & Tẩy rửa,150
SP001751,Dầu gội Pantene suôn mượt 650ml (Lô 28),Chai,170500,10,Hóa mỹ phẩm & Tẩy rửa,157
SP001752,Sữa tắm Lifebuoy bảo vệ vượt trội 800g (Lô 28),Chai,163900,10,Hóa mỹ phẩm & Tẩy rửa,164
SP001753,Kem đánh răng Colgate Total 12 180g (Lô 28),Tuýp,46200,10,Hóa mỹ phẩm & Tẩy rửa,171
SP001754,Bàn chải đánh răng P/S than tre (Lô 28),Cái,19800,10,Hóa mỹ phẩm & Tẩy rửa,178
SP001755,Nước lau sàn Sunlight hoa lily túi 3.6kg (Lô 28),Túi,93500,10,Hóa mỹ phẩm & Tẩy rửa,185
SP001756,Xịt muỗi Raid hương cam chanh 600ml (Lô 28),Chai,74800,10,Hóa mỹ phẩm & Tẩy rửa,192
SP001757,Giấy vệ sinh cuộn cao cấp Pulppy lốc 10 cuộn (Lô 28),Lốc,101200,8,Đồ gia dụng & Tiện ích,199
SP001758,Khăn giấy lụa rút Paseo 200 tờ (Lô 28),Hộp,27500,8,Đồ gia dụng & Tiện ích,206
SP001759,Màng bọc thực phẩm PE Sunhouse 30cmx150m (Lô 28),Hộp,82500,8,Đồ gia dụng & Tiện ích,213
SP001760,Túi rác đen tự hủy sinh học Opec 3 cuộn (Lô 28),Gói,41800,8,Đồ gia dụng & Tiện ích,220
SP001761,Băng dính dán thùng trong suốt 5cm x 100y (Lô 28),Cuộn,17600,8,Đồ gia dụng & Tiện ích,227
SP001762,Pin tiểu AA Panasonic vỉ 4 viên (Lô 28),Vỉ,28600,8,Đồ gia dụng & Tiện ích,234
SP001763,Khẩu trang y tế 4 lớp kháng khuẩn hộp 50 cái (Lô 28),Hộp,38500,8,Đồ gia dụng & Tiện ích,241
SP001764,Nước rửa tay Lifebuoy hương chanh chai 450ml (Lô 28),Chai,57200,8,Đồ gia dụng & Tiện ích,248
SP001765,Coca Cola Sleek 320ml (Lô 29),Lon,12649,8,Đồ uống & Giải khát,255
SP001766,Pepsi Sleek 320ml (Lô 29),Lon,12074,8,Đồ uống & Giải khát,262
SP001767,Nước cam ép Twister 450ml (Lô 29),Chai,13799,8,Đồ uống & Giải khát,269
SP001768,Trà xanh Không Độ 455ml (Lô 29),Chai,11500,8,Đồ uống & Giải khát,276
SP001769,Trà Ô Long Tea+ Plus 455ml (Lô 29),Chai,13799,8,Đồ uống & Giải khát,283
SP001770,Nước tăng lực Red Bull 250ml (Lô 29),Lon,16099,8,Đồ uống & Giải khát,290
SP001771,Nước khoáng Lavie 500ml (Lô 29),Chai,6899,8,Đồ uống & Giải khát,297
SP001772,Nước tinh khiết Aquafina 500ml (Lô 29),Chai,6899,8,Đồ uống & Giải khát,304
SP001773,Cà phê sữa đá Highlands 235ml (Lô 29),Lon,18400,8,Đồ uống & Giải khát,311
SP001774,Bia Heineken Sleek 330ml (Lô 29),Lon,25299,10,Đồ uống & Giải khát,318
SP001775,Bia Tiger Crystal 330ml (Lô 29),Lon,22425,10,Đồ uống & Giải khát,325
SP001776,Bia Sài Gòn Special 330ml (Lô 29),Lon,18975,10,Đồ uống & Giải khát,332
SP001777,Sữa tươi tiệt trùng Vinamilk 180ml (Lô 29),Hộp,9775,0,Đồ uống & Giải khát,339
SP001778,Sữa chua uống Susu 110ml (Lô 29),Chai,7474,0,Đồ uống & Giải khát,346
SP001779,Nước ép bưởi hồng Vfresh 1L (Lô 29),Hộp,44850,8,Đồ uống & Giải khát,353
SP001780,Bánh ChocoPie Orion hộp 12 cái (Lô 29),Hộp,66700,8,Bánh kẹo & Ăn vặt,360
SP001781,Bánh Cosy mè giòn rụm Kinh Đô 288g (Lô 29),Gói,33350,8,Bánh kẹo & Ăn vặt,367
SP001782,Snack khoai tây Ostar vị tảo biển 90g (Lô 29),Gói,21850,8,Bánh kẹo & Ăn vặt,374
SP001783,Snack khoai tây Lay's tự nhiên 95g (Lô 29),Gói,24149,8,Bánh kẹo & Ăn vặt,381
SP001784,Bánh que Pocky socola Glico 40g (Lô 29),Hộp,16099,8,Bánh kẹo & Ăn vặt,388
SP001785,Kẹo dẻo Chupa Chups Sour Tubes 160g (Lô 29),Gói,27599,8,Bánh kẹo & Ăn vặt,395
SP001786,Bánh mì tươi nhân bơ sữa Kinh Đô 80g (Lô 29),Cái,10350,8,Bánh kẹo & Ăn vặt,402
SP001787,Bánh xốp Nabati phô mai 130g (Lô 29),Hộp,13799,8,Bánh kẹo & Ăn vặt,409
SP001788,Hạt điều rang muối vỏ lụa Bình Phước 500g (Lô 29),Hộp,155250,8,Bánh kẹo & Ăn vặt,416
SP001789,Hạt hướng dương Chacheer 130g (Lô 29),Gói,17250,8,Bánh kẹo & Ăn vặt,423
SP001790,Rong biển sấy vị truyền thống TaoKaeNoi 32g (Lô 29),Gói,29899,8,Bánh kẹo & Ăn vặt,430
SP001791,Nước mắm Nam Ngư Đệ Nhị chai 900ml (Lô 29),Chai,32199,8,Gia vị & Đồ nấu nướng,437
SP001792,Nước mắm Chinsu Cá Hồi chai 500ml (Lô 29),Chai,54049,8,Gia vị & Đồ nấu nướng,444
SP001793,Dầu ăn Simply đậu nành can 1L (Lô 29),Chai,67850,8,Gia vị & Đồ nấu nướng,451
SP001794,Dầu ăn Neptune Gold can 2L (Lô 29),Chai,155250,8,Gia vị & Đồ nấu nướng,458
SP001795,Hạt nêm Knorr thịt thăn xương ống 400g (Lô 29),Gói,42550,8,Gia vị & Đồ nấu nướng,465
SP001796,Bột ngọt Ajinomoto gói 454g (Lô 29),Gói,39100,8,Gia vị & Đồ nấu nướng,472
SP001797,Tương ớt Chinsu nắp bật 250g (Lô 29),Chai,17250,8,Gia vị & Đồ nấu nướng,479
SP001798,Tương cà Cholimex chai 330g (Lô 29),Chai,18400,8,Gia vị & Đồ nấu nướng,486
SP001799,Muối I-ốt Bạc Liêu túi 500g (Lô 29),Gói,6899,8,Gia vị & Đồ nấu nướng,493
SP001800,Đường tinh luyện Biên Hòa Daily 1kg (Lô 29),Gói,35650,8,Gia vị & Đồ nấu nướng,50
SP001801,Mì tôm Hảo Hảo tôm chua cay 75g (Lô 29),Gói,5175,8,Mì gói & Thực phẩm khô,57
SP001802,Mì Omachi sườn hầm ngũ quả 80g (Lô 29),Gói,9775,8,Mì gói & Thực phẩm khô,64
SP001803,Mì trộn Indomie Mi Goreng 85g (Lô 29),Gói,7474,8,Mì gói & Thực phẩm khô,71
SP001804,Phở gà Đệ Nhất Acecook 68g (Lô 29),Gói,9200,8,Mì gói & Thực phẩm khô,78
SP001805,Miến Phú Hương yến tiệc 210g (Lô 29),Gói,25299,8,Mì gói & Thực phẩm khô,85
SP001806,Cháo thịt bằm Cung Đình gói 50g (Lô 29),Gói,8049,8,Mì gói & Thực phẩm khô,92
SP001807,Cá nục sốt cà 3 Cô Gái lon 155g (Lô 29),Lon,21850,8,Mì gói & Thực phẩm khô,99
SP001808,Pate thịt heo Hạ Long lon 150g (Lô 29),Lon,31049,8,Mì gói & Thực phẩm khô,106
SP001809,Mì ly Modern lẩu thái tôm 65g (Lô 29),Ly,10925,8,Mì gói & Thực phẩm khô,113
SP001810,Nước rửa chén Sunlight chanh can 3.6kg (Lô 29),Can,125349,10,Hóa mỹ phẩm & Tẩy rửa,120
SP001811,Nước giặt OMO Matic cửa trên túi 3.6kg (Lô 29),Túi,201249,10,Hóa mỹ phẩm & Tẩy rửa,127
SP001812,Nước xả vải Comfort đậm đặc túi 3.2L (Lô 29),Túi,217349,10,Hóa mỹ phẩm & Tẩy rửa,134
SP001813,Dầu gội Clear thảo dược mát lạnh 630g (Lô 29),Chai,189749,10,Hóa mỹ phẩm & Tẩy rửa,141
SP001814,Dầu gội Pantene suôn mượt 650ml (Lô 29),Chai,178250,10,Hóa mỹ phẩm & Tẩy rửa,148
SP001815,Sữa tắm Lifebuoy bảo vệ vượt trội 800g (Lô 29),Chai,171350,10,Hóa mỹ phẩm & Tẩy rửa,155
SP001816,Kem đánh răng Colgate Total 12 180g (Lô 29),Tuýp,48299,10,Hóa mỹ phẩm & Tẩy rửa,162
SP001817,Bàn chải đánh răng P/S than tre (Lô 29),Cái,20700,10,Hóa mỹ phẩm & Tẩy rửa,169
SP001818,Nước lau sàn Sunlight hoa lily túi 3.6kg (Lô 29),Túi,97749,10,Hóa mỹ phẩm & Tẩy rửa,176
SP001819,Xịt muỗi Raid hương cam chanh 600ml (Lô 29),Chai,78200,10,Hóa mỹ phẩm & Tẩy rửa,183
SP001820,Giấy vệ sinh cuộn cao cấp Pulppy lốc 10 cuộn (Lô 29),Lốc,105799,8,Đồ gia dụng & Tiện ích,190
SP001821,Khăn giấy lụa rút Paseo 200 tờ (Lô 29),Hộp,28749,8,Đồ gia dụng & Tiện ích,197
SP001822,Màng bọc thực phẩm PE Sunhouse 30cmx150m (Lô 29),Hộp,86250,8,Đồ gia dụng & Tiện ích,204
SP001823,Túi rác đen tự hủy sinh học Opec 3 cuộn (Lô 29),Gói,43700,8,Đồ gia dụng & Tiện ích,211
SP001824,Băng dính dán thùng trong suốt 5cm x 100y (Lô 29),Cuộn,18400,8,Đồ gia dụng & Tiện ích,218
SP001825,Pin tiểu AA Panasonic vỉ 4 viên (Lô 29),Vỉ,29899,8,Đồ gia dụng & Tiện ích,225
SP001826,Khẩu trang y tế 4 lớp kháng khuẩn hộp 50 cái (Lô 29),Hộp,40250,8,Đồ gia dụng & Tiện ích,232
SP001827,Nước rửa tay Lifebuoy hương chanh chai 450ml (Lô 29),Chai,59799,8,Đồ gia dụng & Tiện ích,239
SP001828,Coca Cola Sleek 320ml (Lô 30),Lon,13200,8,Đồ uống & Giải khát,246
SP001829,Pepsi Sleek 320ml (Lô 30),Lon,12600,8,Đồ uống & Giải khát,253
SP001830,Nước cam ép Twister 450ml (Lô 30),Chai,14400,8,Đồ uống & Giải khát,260
SP001831,Trà xanh Không Độ 455ml (Lô 30),Chai,12000,8,Đồ uống & Giải khát,267
SP001832,Trà Ô Long Tea+ Plus 455ml (Lô 30),Chai,14400,8,Đồ uống & Giải khát,274
SP001833,Nước tăng lực Red Bull 250ml (Lô 30),Lon,16800,8,Đồ uống & Giải khát,281
SP001834,Nước khoáng Lavie 500ml (Lô 30),Chai,7200,8,Đồ uống & Giải khát,288
SP001835,Nước tinh khiết Aquafina 500ml (Lô 30),Chai,7200,8,Đồ uống & Giải khát,295
SP001836,Cà phê sữa đá Highlands 235ml (Lô 30),Lon,19200,8,Đồ uống & Giải khát,302
SP001837,Bia Heineken Sleek 330ml (Lô 30),Lon,26400,10,Đồ uống & Giải khát,309
SP001838,Bia Tiger Crystal 330ml (Lô 30),Lon,23400,10,Đồ uống & Giải khát,316
SP001839,Bia Sài Gòn Special 330ml (Lô 30),Lon,19800,10,Đồ uống & Giải khát,323
SP001840,Sữa tươi tiệt trùng Vinamilk 180ml (Lô 30),Hộp,10200,0,Đồ uống & Giải khát,330
SP001841,Sữa chua uống Susu 110ml (Lô 30),Chai,7800,0,Đồ uống & Giải khát,337
